accx,accy,accz,Activity,Subject
-0.05831517,0.5769707,0.8252266,LAYING,27
-0.05919647,0.5758904,0.8270411,LAYING,27
-0.05976014,0.5772787,0.8268876,LAYING,27
-0.06148179,0.5795948,0.8254464,LAYING,27
-0.06029212,0.5811388,0.8270221,LAYING,27
-0.05685392,0.5789271,0.8267432,LAYING,27
-0.05478581,0.576383,0.8280171,LAYING,27
-0.05096504,0.5783635,0.8321891,LAYING,27
-0.04690586,0.5779233,0.8320054,LAYING,27
-0.04745568,0.5772565,0.8310036,LAYING,27
-0.04836871,0.5783449,0.8302823,LAYING,27
-0.04940973,0.5775623,0.8308438,LAYING,27
-0.05402048,0.5784405,0.833733,LAYING,27
-0.1318443,-0.3737667,-0.9477808,LAYING,28
-0.1310987,-0.3682618,-0.9412645,LAYING,28
-0.1352929,-0.3689416,-0.9373672,LAYING,28
-0.141111,-0.3685527,-0.93434,LAYING,28
-0.1372207,-0.3664521,-0.9300812,LAYING,28
-0.1341835,-0.3697648,-0.9292363,LAYING,28
-0.1372848,-0.3726081,-0.9236893,LAYING,28
-0.1373515,-0.375491,-0.9268463,LAYING,28
-0.1390807,-0.3810689,-0.9430799,LAYING,28
-0.1414303,-0.3824799,-0.9527147,LAYING,28
-0.1396459,-0.3813168,-0.9523526,LAYING,28
-0.1382114,-0.3812286,-0.943114,LAYING,28
-0.1373217,-0.3812607,-0.9318913,LAYING,28
-0.1376286,-0.3856224,-0.9193554,LAYING,28
-0.1409371,-0.3943774,-0.9040629,LAYING,28
-0.1441965,-0.4007017,-0.9007536,LAYING,28
-0.1451012,-0.4058184,-0.9047074,LAYING,28
-0.1443178,-0.412887,-0.9109514,LAYING,28
-0.1432744,-0.4155264,-0.920023,LAYING,28
-0.1402894,-0.4134269,-0.92499,LAYING,28
-0.1360299,-0.4135654,-0.9308199,LAYING,28
-0.1368411,-0.4139722,-0.9289879,LAYING,28
-0.1398481,-0.4117152,-0.9163865,LAYING,28
-0.1432175,-0.4096308,-0.9049009,LAYING,28
-0.1526901,-0.4095664,-0.8959773,LAYING,28
-0.1560354,-0.410803,-0.8979713,LAYING,28
-0.1471636,-0.411412,-0.9079714,LAYING,28
-0.1421185,-0.4114489,-0.9147786,LAYING,28
-0.1429934,-0.4127934,-0.9167007,LAYING,28
-0.1441575,-0.4150434,-0.9138287,LAYING,28
-0.1445153,-0.4167889,-0.914454,LAYING,28
-0.1422419,-0.4178636,-0.9151857,LAYING,28
-0.1404462,-0.4159626,-0.9151283,LAYING,28
-0.140618,-0.4125013,-0.9190247,LAYING,28
-0.1415085,-0.4129151,-0.913648,LAYING,28
-0.142121,-0.4113097,-0.9071075,LAYING,28
-0.1432998,-0.4068294,-0.9085269,LAYING,28
-0.1456037,-0.4100063,-0.9066077,LAYING,28
-0.1458857,-0.4143143,-0.9068774,LAYING,28
-0.1459102,-0.4146762,-0.9107325,LAYING,28
-0.1456343,-0.4174391,-0.9132478,LAYING,28
-0.1436519,-0.4168096,-0.913995,LAYING,28
-0.1428932,-0.4134729,-0.9087339,LAYING,28
-0.1432406,-0.4149751,-0.9035342,LAYING,28
-0.1459766,-0.4171865,-0.903557,LAYING,28
-0.1482108,-0.4171752,-0.9046203,LAYING,28
-0.146903,-0.4162368,-0.9042191,LAYING,28
-0.1459709,-0.416544,-0.9038082,LAYING,28
-0.1444397,-0.4171618,-0.9048626,LAYING,28
-0.1426042,-0.4162092,-0.9058426,LAYING,28
-0.1430381,-0.4164423,-0.9073466,LAYING,28
-0.1451394,-0.4151065,-0.9074455,LAYING,28
-0.146871,-0.4129253,-0.9062525,LAYING,28
-0.1470885,-0.4140525,-0.9081861,LAYING,28
-0.1476116,-0.4144954,-0.9115212,LAYING,28
-0.1471335,-0.4153823,-0.9146798,LAYING,28
-0.1467182,-0.4173974,-0.9139464,LAYING,28
-0.1468236,-0.4168045,-0.9109455,LAYING,28
-0.1453891,-0.4162636,-0.9127275,LAYING,28
-0.1466519,-0.4168874,-0.911674,LAYING,28
-0.1479635,-0.4165371,-0.9072153,LAYING,28
-0.1468365,-0.4157706,-0.9074138,LAYING,28
-0.1469431,-0.4160389,-0.9102598,LAYING,28
-0.1455209,-0.4168249,-0.9137835,LAYING,28
-0.1437528,-0.4168693,-0.9129468,LAYING,28
-0.1449185,-0.4165097,-0.9102888,LAYING,28
-0.1475914,-0.4171547,-0.9117164,LAYING,28
-0.1501972,-0.4195185,-0.9107945,LAYING,28
-0.1503158,-0.4215096,-0.9098155,LAYING,28
-0.1485985,-0.421168,-0.9101332,LAYING,28
-0.1474272,-0.4203223,-0.9090252,LAYING,28
-0.1470407,-0.4209741,-0.9101641,LAYING,28
-0.1471631,-0.4216222,-0.9096113,LAYING,28
-0.1476959,-0.4225961,-0.9085333,LAYING,28
-0.1484501,-0.4235531,-0.9093613,LAYING,28
-0.1481375,-0.4210815,-0.9082278,LAYING,28
-0.146957,-0.4205877,-0.9059605,LAYING,28
-0.1474544,-0.4231617,-0.9012383,LAYING,28
-0.1479775,-0.4235618,-0.8987622,LAYING,28
-0.146561,-0.4255329,-0.9012986,LAYING,28
-0.14717,-0.4257306,-0.9028956,LAYING,28
-0.1481899,-0.4237145,-0.9062551,LAYING,28
-0.1483451,-0.4249592,-0.909505,LAYING,28
-0.1508475,-0.4240973,-0.90708,LAYING,28
-0.1500321,-0.4236941,-0.9054006,LAYING,28
-0.1473061,-0.4240119,-0.9058208,LAYING,28
-0.147403,-0.4209143,-0.9001359,LAYING,28
-0.1469636,-0.4202969,-0.8957155,LAYING,28
-0.148464,-0.4189726,-0.9032615,LAYING,28
-0.1498781,-0.4163291,-0.9098998,LAYING,28
-0.1489441,-0.4168164,-0.9085185,LAYING,28
-0.148367,-0.4176471,-0.9078125,LAYING,28
-0.1462349,-0.4195328,-0.9090816,LAYING,28
-0.1446076,-0.4207278,-0.9111423,LAYING,28
-0.1443213,-0.4207908,-0.9120143,LAYING,28
-0.145195,-0.4208057,-0.9075704,LAYING,28
-0.1465556,-0.4187,-0.9020038,LAYING,28
-0.1455372,-0.4174687,-0.9035902,LAYING,28
-0.1455561,-0.4170738,-0.9057891,LAYING,28
-0.1456143,-0.4163382,-0.903961,LAYING,28
-0.1456042,-0.4157685,-0.9086572,LAYING,28
-0.1479147,-0.4149409,-0.9132421,LAYING,28
-0.1475607,-0.415137,-0.9108778,LAYING,28
-0.1464392,-0.414485,-0.9115728,LAYING,28
-0.1465108,-0.4133079,-0.9134057,LAYING,28
-0.1446462,-0.413726,-0.9136612,LAYING,28
-0.1438917,-0.4155476,-0.9161094,LAYING,28
-0.144729,-0.4173945,-0.9192215,LAYING,28
-0.1441074,-0.4160362,-0.9197242,LAYING,28
-0.1424918,-0.4147744,-0.9161094,LAYING,28
-0.1412745,-0.4150094,-0.9098556,LAYING,28
-0.1421096,-0.412761,-0.9053406,LAYING,28
-0.1457909,-0.4108799,-0.908739,LAYING,28
-0.1490992,-0.4096338,-0.9143636,LAYING,28
-0.1486021,-0.4090377,-0.9140214,LAYING,28
-0.1454807,-0.4111405,-0.9135782,LAYING,28
-0.1436426,-0.4106801,-0.9132423,LAYING,28
-0.144218,-0.4100421,-0.9123982,LAYING,28
-0.1439013,-0.4126566,-0.9159344,LAYING,28
-0.1425606,-0.4115498,-0.919708,LAYING,28
-0.1429482,-0.4060186,-0.9187208,LAYING,28
-0.143563,-0.4028044,-0.9138154,LAYING,28
-0.1439135,-0.4108117,-0.9116294,LAYING,28
-0.1457818,-0.4210037,-0.9131591,LAYING,28
-0.1472601,-0.4169238,-0.912468,LAYING,28
-0.1472284,-0.4142763,-0.9131357,LAYING,28
-0.1473005,-0.4186444,-0.9134132,LAYING,28
-0.1471946,-0.4161631,-0.9065785,LAYING,28
-0.1471386,-0.4159246,-0.8986774,LAYING,28
-0.1477242,-0.4187485,-0.896961,LAYING,28
-0.148893,-0.4202344,-0.9001144,LAYING,28
-0.1505693,-0.4243333,-0.9025033,LAYING,28
-0.1499304,-0.4200276,-0.9044378,LAYING,28
-0.1473136,-0.4136181,-0.9059781,LAYING,28
-0.1452124,-0.4172319,-0.906902,LAYING,28
-0.1437091,-0.4172687,-0.9118302,LAYING,28
-0.1442186,-0.413714,-0.912497,LAYING,28
-0.144043,-0.4148716,-0.9098063,LAYING,28
-0.1430424,-0.4183218,-0.9137342,LAYING,28
-0.1466772,-0.4229409,-0.9146334,LAYING,28
-0.1498775,-0.4221981,-0.9128937,LAYING,28
-0.1477486,-0.4183745,-0.9122656,LAYING,28
-0.1463407,-0.4194617,-0.9080502,LAYING,28
-0.147521,-0.4189,-0.9059164,LAYING,28
-0.1474483,-0.4161386,-0.9053714,LAYING,28
-0.1470234,-0.4128983,-0.9046419,LAYING,28
-0.1483405,-0.4073742,-0.9034348,LAYING,28
-0.1489119,-0.408814,-0.900918,LAYING,28
-0.1486878,-0.4155175,-0.9046702,LAYING,28
-0.1495382,-0.4185205,-0.9089068,LAYING,28
-0.1477315,-0.4202552,-0.9079555,LAYING,28
-0.1372792,-0.4198702,-0.912544,LAYING,28
-0.1247597,-0.4195672,-0.9191908,LAYING,28
-0.1259302,-0.4217175,-0.9172413,LAYING,28
-0.1318936,-0.4208154,-0.9155415,LAYING,28
-0.1301618,-0.4201399,-0.920383,LAYING,28
-0.1333863,-0.4194502,-0.921739,LAYING,28
-0.1378432,-0.4134736,-0.9181927,LAYING,28
-0.1367758,-0.4095577,-0.910015,LAYING,28
-0.1379718,-0.4117996,-0.8989642,LAYING,28
-0.1350484,-0.4141461,-0.9008122,LAYING,28
-0.1307961,-0.4148711,-0.910277,LAYING,28
-0.131123,-0.4170532,-0.9126194,LAYING,28
-0.1325109,-0.4172702,-0.9099185,LAYING,28
-0.1356265,-0.4133369,-0.8989975,LAYING,28
-0.1316817,-0.4105707,-0.8923082,LAYING,28
-0.1239921,-0.4070371,-0.9098015,LAYING,28
-0.1202969,-0.4031966,-0.9284849,LAYING,28
-0.1167468,-0.400329,-0.926249,LAYING,28
-0.1196007,-0.393968,-0.9265375,LAYING,28
-0.1225636,-0.3905366,-0.9371513,LAYING,28
-0.1192696,-0.3907225,-0.9378432,LAYING,28
-0.1172783,-0.3913719,-0.9323335,LAYING,28
-0.1149305,-0.3936776,-0.9232764,LAYING,28
-0.1165623,-0.3901434,-0.9130806,LAYING,28
-0.1215135,-0.3854524,-0.9167814,LAYING,28
-0.1210632,-0.3864261,-0.9182125,LAYING,28
-0.1197391,-0.3889709,-0.9147125,LAYING,28
-0.117597,-0.3948354,-0.922751,LAYING,28
-0.1145001,-0.3991176,-0.9259262,LAYING,28
-0.1176039,-0.396384,-0.9223966,LAYING,28
-0.1211568,-0.3919443,-0.923686,LAYING,28
-0.1192153,-0.3896031,-0.9240091,LAYING,28
-0.1187973,-0.3912497,-0.9232841,LAYING,28
-0.1201333,-0.395243,-0.923672,LAYING,28
-0.1196961,-0.3962641,-0.9237423,LAYING,28
-0.1219799,-0.3931439,-0.9222131,LAYING,28
-0.1247874,-0.3887989,-0.9173921,LAYING,28
-0.1236085,-0.3876228,-0.9120904,LAYING,28
-0.1233012,-0.39363,-0.913124,LAYING,28
-0.1248838,-0.3998043,-0.916418,LAYING,28
-0.1255527,-0.3974751,-0.914931,LAYING,28
-0.1267587,-0.3958058,-0.9159417,LAYING,28
-0.1277537,-0.3982532,-0.9185822,LAYING,28
-0.1249661,-0.3963896,-0.9206319,LAYING,28
-0.1206124,-0.3931103,-0.9260735,LAYING,28
-0.1201417,-0.3916058,-0.9258304,LAYING,28
-0.1213414,-0.3926231,-0.9222017,LAYING,28
-0.1208936,-0.3958205,-0.9214229,LAYING,28
-0.1215848,-0.3949073,-0.9187012,LAYING,28
-0.1227079,-0.3952635,-0.9197452,LAYING,28
-0.1221772,-0.3987098,-0.9225477,LAYING,28
-0.1224131,-0.3968739,-0.9220116,LAYING,28
-0.1241623,-0.3954983,-0.9240155,LAYING,28
-0.1258488,-0.3954666,-0.9239784,LAYING,28
-0.1269721,-0.393552,-0.9209138,LAYING,28
-0.1277829,-0.3949979,-0.9207496,LAYING,28
-0.12709,-0.3965709,-0.9203633,LAYING,28
-0.124533,-0.3972464,-0.9190286,LAYING,28
-0.1228292,-0.3983838,-0.9175793,LAYING,28
-0.1225737,-0.3993199,-0.9167951,LAYING,28
-0.1245058,-0.4023368,-0.9177413,LAYING,28
-0.1274372,-0.4020155,-0.9176628,LAYING,28
-0.1257504,-0.400638,-0.9187541,LAYING,28
-0.1241953,-0.403333,-0.9203032,LAYING,28
-0.1273618,-0.4020245,-0.9191221,LAYING,28
-0.128577,-0.3989232,-0.9175095,LAYING,28
-0.1282822,-0.3998392,-0.9112051,LAYING,28
-0.1285712,-0.4008107,-0.9039744,LAYING,28
-0.1275669,-0.4016153,-0.9072137,LAYING,28
-0.1271948,-0.4031801,-0.9127034,LAYING,28
-0.1262417,-0.403576,-0.9142751,LAYING,28
-0.1243638,-0.404227,-0.9184545,LAYING,28
-0.1251023,-0.4071066,-0.9233894,LAYING,28
-0.1272732,-0.4077259,-0.926534,LAYING,28
-0.1280907,-0.4065581,-0.9226774,LAYING,28
-0.1278831,-0.4086621,-0.9128225,LAYING,28
-0.1276411,-0.4086561,-0.911797,LAYING,28
-0.1279289,-0.4061872,-0.9118023,LAYING,28
-0.1286321,-0.4072677,-0.9091705,LAYING,28
-0.1282545,-0.4101969,-0.9159954,LAYING,28
-0.126717,-0.4132137,-0.9173783,LAYING,28
-0.1260898,-0.4156731,-0.9129945,LAYING,28
-0.1273393,-0.4164043,-0.9150425,LAYING,28
-0.1282978,-0.4134739,-0.9130926,LAYING,28
-0.1279744,-0.408983,-0.9112069,LAYING,28
-0.1294521,-0.408176,-0.9134067,LAYING,28
-0.1313077,-0.4071401,-0.9120735,LAYING,28
-0.1305976,-0.4060613,-0.9113544,LAYING,28
-0.1300399,-0.4085591,-0.9116427,LAYING,28
-0.1298838,-0.4083266,-0.9124148,LAYING,28
-0.128895,-0.4060279,-0.9146285,LAYING,28
-0.1291086,-0.4054698,-0.9131607,LAYING,28
-0.1305661,-0.4051155,-0.911939,LAYING,28
-0.1314131,-0.4064383,-0.9147083,LAYING,28
-0.1311461,-0.4081411,-0.9156979,LAYING,28
-0.1295087,-0.4093936,-0.9143221,LAYING,28
-0.1286781,-0.4095784,-0.9134721,LAYING,28
-0.1303554,-0.4084637,-0.9141954,LAYING,28
-0.1309441,-0.4102336,-0.9159738,LAYING,28
-0.1303457,-0.4107751,-0.9174994,LAYING,28
-0.1302822,-0.4088492,-0.9196081,LAYING,28
-0.1287392,-0.4080476,-0.9210154,LAYING,28
-0.1272256,-0.4063809,-0.9188261,LAYING,28
-0.1276137,-0.4070746,-0.9140988,LAYING,28
-0.1273938,-0.4094334,-0.9110907,LAYING,28
-0.1240944,-0.4107288,-0.9109278,LAYING,28
-0.1216958,-0.4112575,-0.9110291,LAYING,28
-0.1256126,-0.408146,-0.9115942,LAYING,28
-0.129541,-0.405964,-0.9134656,LAYING,28
-0.1277859,-0.4070123,-0.9172744,LAYING,28
-0.1271103,-0.4072008,-0.9211075,LAYING,28
-0.1295262,-0.4070097,-0.9207957,LAYING,28
-0.1302342,-0.4077268,-0.9182712,LAYING,28
-0.1305743,-0.4086136,-0.9142608,LAYING,28
-0.1307542,-0.4074559,-0.9089863,LAYING,28
-0.1290799,-0.4069253,-0.9065438,LAYING,28
-0.1281431,-0.4098135,-0.9068003,LAYING,28
-0.1277434,-0.4112587,-0.9081288,LAYING,28
-0.1284347,-0.4077589,-0.9086306,LAYING,28
-0.129678,-0.4039154,-0.9088879,LAYING,28
-0.1280952,-0.4053886,-0.9119948,LAYING,28
-0.1274837,-0.4065512,-0.9151077,LAYING,28
-0.1288946,-0.4047553,-0.9155617,LAYING,28
-0.1293722,-0.4057312,-0.9162238,LAYING,28
-0.1294815,-0.4060853,-0.9175617,LAYING,28
-0.1296499,-0.4059079,-0.9171743,LAYING,28
-0.1302099,-0.4076297,-0.919318,LAYING,28
-0.1299942,-0.4069283,-0.9226622,LAYING,28
-0.1302938,-0.4065844,-0.9197937,LAYING,28
-0.1310073,-0.4073448,-0.9171134,LAYING,28
-0.129107,-0.4067002,-0.9151566,LAYING,28
-0.1279165,-0.4069862,-0.9122221,LAYING,28
-0.1277902,-0.4070543,-0.914477,LAYING,28
-0.1274605,-0.4069507,-0.9154532,LAYING,28
-0.1281116,-0.4079905,-0.917912,LAYING,28
-0.1276639,-0.4085227,-0.9229167,LAYING,28
-0.1272755,-0.408443,-0.918301,LAYING,28
-0.1262809,-0.4081841,-0.9131469,LAYING,28
-0.1241844,-0.4081723,-0.911805,LAYING,28
-0.1250944,-0.4073787,-0.9097629,LAYING,28
-0.1263537,-0.40562,-0.9116571,LAYING,28
-0.1262862,-0.4059921,-0.9126373,LAYING,28
-0.126797,-0.4092294,-0.9155554,LAYING,28
-0.1271547,-0.4116858,-0.9216412,LAYING,28
-0.1278178,-0.40848,-0.91898,LAYING,28
-0.1271597,-0.4034831,-0.9162374,LAYING,28
-0.1257407,-0.4037629,-0.9192906,LAYING,28
-0.1266472,-0.4047031,-0.9189139,LAYING,28
-0.1275493,-0.4039863,-0.9191406,LAYING,28
-0.127745,-0.4051836,-0.9202122,LAYING,28
-0.1276904,-0.4058943,-0.9190198,LAYING,28
-0.1257947,-0.4054937,-0.9204721,LAYING,28
-0.1244354,-0.4058838,-0.920313,LAYING,28
-0.1249673,-0.4073246,-0.9151386,LAYING,28
-0.1252112,-0.4085922,-0.9113677,LAYING,28
-0.125087,-0.4066986,-0.9136179,LAYING,28
-0.1258282,-0.4047735,-0.9168357,LAYING,28
-0.1269571,-0.4065065,-0.914101,LAYING,28
-0.127328,-0.4072598,-0.9128117,LAYING,28
-0.1285212,-0.4049099,-0.9156926,LAYING,28
-0.131662,-0.4035052,-0.9183384,LAYING,28
-0.134152,-0.4041872,-0.9238288,LAYING,28
-0.133803,-0.4058472,-0.9248055,LAYING,28
-0.1326592,-0.4111319,-0.9204834,LAYING,28
-0.1333442,-0.4167493,-0.9209012,LAYING,28
-0.1325803,-0.4126721,-0.9218613,LAYING,28
-0.1302871,-0.4068485,-0.9216927,LAYING,28
-0.1303199,-0.4099854,-0.9195023,LAYING,28
-0.129406,-0.41038,-0.9139968,LAYING,28
-0.1269472,-0.4078947,-0.9146144,LAYING,28
-0.1263048,-0.4095934,-0.9223682,LAYING,28
-0.1285167,-0.4067093,-0.9275187,LAYING,28
-0.132788,-0.4053797,-0.9207318,LAYING,28
-0.1341769,-0.4085294,-0.9110616,LAYING,28
-0.1327507,-0.4059986,-0.9139358,LAYING,28
-0.1312716,-0.4047149,-0.9174529,LAYING,28
-0.1291985,-0.4045713,-0.916688,LAYING,28
-0.1285336,-0.4030983,-0.9191022,LAYING,28
-0.1285056,-0.4049674,-0.9180286,LAYING,28
-0.1269981,-0.4041057,-0.9171439,LAYING,28
-0.124872,-0.4035957,-0.9180664,LAYING,28
-0.1230658,-0.4049508,-0.9158074,LAYING,28
-0.1232184,-0.4039438,-0.9168089,LAYING,28
-0.1241097,-0.406107,-0.9181287,LAYING,28
-0.1234903,-0.4077444,-0.9176822,LAYING,28
-0.123375,-0.4066832,-0.9184044,LAYING,28
-0.1248311,-0.4069859,-0.9168628,LAYING,28
-0.1278986,-0.4068905,-0.9163141,LAYING,28
-0.1320431,-0.4066647,-0.9172744,LAYING,28
-0.1322049,-0.4051452,-0.9182445,LAYING,28
-0.1305725,-0.4035138,-0.9198111,LAYING,28
-0.1303889,-0.4041529,-0.9172433,LAYING,28
-0.1259487,-0.4043774,-0.9129876,LAYING,28
-0.1235271,-0.4040815,-0.9116509,LAYING,28
-0.1272685,-0.4042754,-0.9119328,LAYING,28
-0.1293169,-0.4053402,-0.912987,LAYING,28
-0.1312472,-0.4068817,-0.9140642,LAYING,28
-0.1318818,-0.4083017,-0.9146693,LAYING,28
-0.1298982,-0.4095522,-0.9153528,LAYING,28
-0.1282104,-0.4096893,-0.9169571,LAYING,28
-0.1254959,-0.408732,-0.9159858,LAYING,28
-0.1268353,-0.4070514,-0.9124467,LAYING,28
-0.1287605,-0.4065616,-0.9123771,LAYING,28
-0.1253059,-0.4071781,-0.9135796,LAYING,28
-0.1243945,-0.4072322,-0.9143291,LAYING,28
-0.1250991,-0.4087035,-0.9160199,LAYING,28
-0.1239739,-0.4103395,-0.9168068,LAYING,28
-0.1241966,-0.4094934,-0.9170345,LAYING,28
-0.1269329,-0.4072418,-0.9160593,LAYING,28
-0.1305255,-0.4047625,-0.914731,LAYING,28
-0.1293894,-0.4035076,-0.9143018,LAYING,28
-0.1272143,-0.40398,-0.9159506,LAYING,28
-0.1282423,-0.4036378,-0.9194479,LAYING,28
-0.1275887,-0.4027443,-0.918314,LAYING,28
-0.127937,-0.4053792,-0.9166541,LAYING,28
-0.1299998,-0.40817,-0.9171626,LAYING,28
-0.1308653,-0.4068974,-0.9144389,LAYING,28
-0.1318607,-0.4064542,-0.9149641,LAYING,28
-0.1318684,-0.4071789,-0.9171477,LAYING,28
-0.1321839,-0.4057614,-0.916751,LAYING,28
-0.1330027,-0.4042698,-0.9196367,LAYING,28
-0.1332754,-0.4043241,-0.9220693,LAYING,28
-0.133375,-0.4059442,-0.9227635,LAYING,28
-0.1312515,-0.4075958,-0.9250367,LAYING,28
-0.1299649,-0.4070905,-0.9263938,LAYING,28
-0.1304921,-0.4065143,-0.9258126,LAYING,28
-0.1296828,-0.4079267,-0.9220247,LAYING,28
-0.1287624,-0.4105423,-0.9161804,LAYING,28
-0.128075,-0.413374,-0.9132765,LAYING,28
-0.128635,-0.4129846,-0.9127188,LAYING,28
-0.1321263,-0.4106499,-0.909944,LAYING,28
-0.1357129,-0.4112243,-0.9084652,LAYING,28
-0.133493,-0.4109431,-0.9110905,LAYING,28
-0.1292178,-0.4089104,-0.9124232,LAYING,28
-0.1307097,-0.408026,-0.9140942,LAYING,28
-0.131137,-0.4073775,-0.9150992,LAYING,28
-0.1297596,-0.4084355,-0.9137375,LAYING,28
-0.1307795,-0.4084619,-0.9160274,LAYING,28
-0.1289704,-0.4062211,-0.9167471,LAYING,28
-0.1284191,-0.4057782,-0.9159196,LAYING,28
-0.1299108,-0.4054474,-0.9175442,LAYING,28
-0.1292172,-0.4042919,-0.9164448,LAYING,28
-0.1308595,-0.4031063,-0.9173248,LAYING,28
-0.1331132,-0.402748,-0.9184284,LAYING,28
-0.1329946,-0.4050096,-0.9148285,LAYING,28
-0.1317494,-0.4079709,-0.9141251,LAYING,28
-0.1299268,-0.4090006,-0.9185152,LAYING,28
-0.1298766,-0.4076334,-0.9243189,LAYING,28
-0.129356,-0.4054406,-0.9243589,LAYING,28
-0.1269354,-0.4036425,-0.9206099,LAYING,28
-0.1274458,-0.40402,-0.9208543,LAYING,28
-0.1287215,-0.4065994,-0.9202304,LAYING,28
-0.1279719,-0.4072778,-0.9180076,LAYING,28
-0.1285719,-0.4068987,-0.915,LAYING,28
-0.1279663,-0.4069878,-0.9096301,LAYING,28
-0.127004,-0.4067915,-0.9071976,LAYING,28
-0.1282247,-0.4071204,-0.9121482,LAYING,28
-0.1265919,-0.4068731,-0.9182166,LAYING,28
-0.124883,-0.4068594,-0.9102756,LAYING,28
-0.1258477,-0.4067827,-0.9017204,LAYING,28
-0.1282735,-0.4049544,-0.9102203,LAYING,28
-0.1318807,-0.403739,-0.914519,LAYING,28
-0.1306279,-0.403963,-0.9113593,LAYING,28
-0.127707,-0.4048214,-0.9128893,LAYING,28
-0.1279655,-0.4059127,-0.9125669,LAYING,28
-0.1272935,-0.4072685,-0.912044,LAYING,28
-0.1265677,-0.407454,-0.9119377,LAYING,28
-0.1246238,-0.4061714,-0.9110824,LAYING,28
-0.1227115,-0.4062328,-0.9142371,LAYING,28
-0.1253395,-0.4057318,-0.9183735,LAYING,28
-0.1283956,-0.4060458,-0.9205609,LAYING,28
-0.1305521,-0.4087032,-0.9203465,LAYING,28
-0.1312704,-0.4084921,-0.9167774,LAYING,28
-0.129838,-0.4074998,-0.911465,LAYING,28
-0.1295664,-0.4059756,-0.9104684,LAYING,28
-0.1282691,-0.4032634,-0.9155698,LAYING,28
-0.1270234,-0.4055829,-0.9192614,LAYING,28
-0.1281504,-0.4093477,-0.9209561,LAYING,28
-0.1279892,-0.4082583,-0.9224462,LAYING,28
-0.1282416,-0.4047861,-0.919802,LAYING,28
-0.1288193,-0.4045557,-0.9140688,LAYING,28
-0.12744,-0.4066235,-0.9113608,LAYING,28
-0.1274961,-0.4055053,-0.9145043,LAYING,28
-0.1281657,-0.4059096,-0.9177281,LAYING,28
-0.1274107,-0.4079864,-0.918565,LAYING,28
-0.126665,-0.4065532,-0.92072,LAYING,28
-0.1253765,-0.4065763,-0.9215,LAYING,28
-0.1246633,-0.4067022,-0.9204176,LAYING,28
-0.1263975,-0.4055371,-0.9210327,LAYING,28
-0.1285963,-0.4062981,-0.9219374,LAYING,28
-0.12959,-0.4047018,-0.9222685,LAYING,28
-0.1291434,-0.4032788,-0.9213668,LAYING,28
-0.1279446,-0.404965,-0.9159739,LAYING,28
-0.1274842,-0.406158,-0.90902,LAYING,28
-0.126867,-0.40849,-0.9085505,LAYING,28
-0.1262794,-0.4104947,-0.9130108,LAYING,28
-0.1272708,-0.4092569,-0.9152062,LAYING,28
-0.1281473,-0.4071059,-0.9168943,LAYING,28
-0.127472,-0.4062967,-0.9186079,LAYING,28
-0.1257904,-0.4071896,-0.9173841,LAYING,28
-0.1245591,-0.4068074,-0.9171613,LAYING,28
-0.1243079,-0.4045901,-0.9169179,LAYING,28
-0.1225888,-0.402993,-0.915531,LAYING,28
-0.1204735,-0.4020986,-0.915492,LAYING,28
-0.1232521,-0.4020027,-0.9132965,LAYING,28
-0.1275049,-0.4013773,-0.9133831,LAYING,28
-0.1267688,-0.4007309,-0.9162172,LAYING,28
-0.1265962,-0.4009379,-0.9168138,LAYING,28
-0.1286299,-0.3999892,-0.9196427,LAYING,28
-0.1273134,-0.4014355,-0.9202037,LAYING,28
-0.1254675,-0.4039155,-0.9182196,LAYING,28
-0.1241677,-0.4025875,-0.9183864,LAYING,28
-0.1239148,-0.4031223,-0.9167276,LAYING,28
-0.1265432,-0.4068013,-0.9169686,LAYING,28
-0.1272297,-0.4087943,-0.9173447,LAYING,28
-0.1273548,-0.4068492,-0.9162782,LAYING,28
-0.1281757,-0.4030215,-0.9198118,LAYING,28
-0.1258411,-0.4016253,-0.9216259,LAYING,28
-0.124763,-0.3987569,-0.919736,LAYING,28
-0.125862,-0.3956656,-0.9181939,LAYING,28
-0.1264179,-0.3977254,-0.9132764,LAYING,28
-0.128295,-0.3986216,-0.9034107,LAYING,28
-0.1283199,-0.3983889,-0.8989459,LAYING,28
-0.1268174,-0.4005665,-0.9121748,LAYING,28
-0.127279,-0.4026872,-0.9286996,LAYING,28
-0.1262495,-0.4053456,-0.9283927,LAYING,28
-0.1256536,-0.4064015,-0.9188466,LAYING,28
-0.1263332,-0.4066186,-0.9119047,LAYING,28
-0.1252941,-0.407705,-0.9114167,LAYING,28
-0.1266273,-0.4065435,-0.9145686,LAYING,28
-0.1279816,-0.4065598,-0.915097,LAYING,28
-0.127322,-0.4068029,-0.9160794,LAYING,28
-0.1282003,-0.4054538,-0.9177856,LAYING,28
-0.1277146,-0.406807,-0.9168566,LAYING,28
-0.1274743,-0.4071636,-0.9138476,LAYING,28
-0.127694,-0.4068345,-0.9092094,LAYING,28
-0.1247491,-0.4085784,-0.9099109,LAYING,28
-0.1230728,-0.4097094,-0.9130736,LAYING,28
-0.1243278,-0.4098966,-0.9102347,LAYING,28
-0.126151,-0.4067202,-0.9111274,LAYING,28
-0.1277551,-0.4045405,-0.9150149,LAYING,28
-0.1291365,-0.4068531,-0.9146867,LAYING,28
